index	name	party	state	Foreign	Education	Individual property	Financial	Military	Law	Health service	Health expenses	Funds	Public transportation
1474	David Pryor	D	AR	2.589718	2.514297	2.680535	0.847125	1.775115	-4.375484	-4.562415	3.242308	5.516805	2.490296
1475	Phil Gramm	R	TX	0.731429	3.992623	0.162095	4.280173	0.439743	-3.136499	-2.788129	1.360554	0.504461	-1.882788
1476	J. Johnston	D	LA	3.254390	1.420519	4.785838	1.274982	3.766146	-3.789322	-5.070066	2.895232	6.106464	-0.072340
1477	Bill Bradley	D	NJ	2.298093	1.537211	1.660934	0.776756	0.418916	-2.652678	-2.885742	2.074511	3.638213	-0.562549
1478	Jack Reed	D	RI	2.369085	0.821614	1.956688	0.836175	-1.639531	-4.031467	-3.75839	2.772542	6.124832	2.449895
1479	Jim Sasser	D	TN	1.290790	-0.542381	2.983286	2.428645	-0.450245	-1.871193	-1.741174	1.731043	2.445505	0.615437
1480	Bill Nelson	D	NE	2.874601	2.487629	2.955487	1.919751	2.135194	-3.122115	-1.711957	2.747001	3.9869	-0.369215
1481	Max Cleland	D	GA	3.160515	1.014773	3.34318	0.207508	1.17571	-2.899585	-3.758786	2.288092	7.085896	1.463431
1482	John Chafee	R	RI	6.567518	-4.633574	3.469877	-1.134249	-3.615385	-1.658119	-3.82355	5.279905	7.013	1.730435
1483	Robert Byrd	D	WV	4.475854	-3.090307	7.261651	-1.249738	-2.57254	-2.054993	-3.683106	6.993027	7.849322	0.685696
1484	Mark Hatfield	R	OR	2.736322	2.210977	2.33676	1.267775	1.206466	-4.410524	-4.564386	2.903402	4.706636	0.582116
1485	Thomas Daschle	D	SD	1.483307	1.774203	2.844494	2.140482	1.255828	-3.854614	-1.994216	1.644632	3.096033	0.369962
1486	Bob Casey	D	PA	-2.824839	1.503187	-1.294922	0.54777	0.279591	1.855763	1.153697	-4.593406	-1.999449	-1.768494
1487	Russell Feingold	D	WI	-1.236599	3.056727	-3.502837	2.286261	0.076064	0.583969	0.372619	-2.376596	-2.42034	-0.693801
1488	Warren Rudman	R	NH	2.415041	0.354093	3.034524	1.65665	1.358689	-5.154675	-4.645187	3.102810	5.014818	1.915378
1489	Joseph Biden	D	DE	1.484503	0.227256	3.731723	0.507394	0.109091	-3.979068	-6.406126	3.896309	3.777883	4.008528
1490	Terry Sanford	D	NC	-1.412028	1.141955	-4.181793	0.867405	-0.429241	1.484757	3.098209	-4.000486	-1.869021	-0.900180
1491	James McClure	R	ID	2.513993	1.975741	4.533854	1.001965	-2.549174	-5.500861	-4.904888	3.554219	5.629356	0.753511
1492	James DeMint	R	SC	-2.568552	0.917270	-7.061863	0.042963	-1.236459	2.724086	0.410505	-3.762212	-4.097581	0.050784
1493	Richard Durbin	D	IL	-1.920613	3.222990	-4.707031	-0.643539	-0.780069	1.776262	2.289391	-4.439787	-3.364719	-0.780830
1494	Kirsten Gillibrand	D	NY	-2.369291	2.596574	-3.835193	2.960041	-0.676754	1.402249	-0.754747	-3.407736	-3.97355	2.002630
1495	Howell Heflin	D	AL	1.684884	0.923266	3.785384	1.231221	1.089192	-4.835367	-3.697785	1.405635	5.178928	0.056653
1496	Dennis DeConcini	D	AZ	-1.599217	2.900241	-2.719837	-0.018084	1.077664	2.305475	0.490577	-3.679560	-3.617465	-0.181891
1497	Bob Packwood	R	OR	-0.899471	1.821769	-1.293656	3.862021	-0.229064	-0.653319	0.390046	-1.752053	-1.520296	-3.305395
1498	Debbie Stabenow	D	MI	-1.441784	1.434012	-1.596507	-0.470205	-0.765401	1.405085	-1.43802	-2.017702	-1.729479	-0.413098
1499	Carol Moseley-Braun	D	IL	-1.915963	-2.986085	-3.539844	-4.309182	-4.654448	3.476567	0.482095	-4.327726	-3.448933	-1.564127
1500	Claiborne Pell	D	RI	-2.147077	-0.424584	-3.05492	0.843118	-0.235153	0.928467	-0.732291	-2.343781	-3.787453	1.165204
1501	J. Exon	D	NE	-0.653140	3.940868	-3.558892	0.546363	-0.006195	0.118069	-1.409204	-1.822251	-0.685257	-0.546164
1502	Robert Menendez	D	NJ	-3.057751	1.416114	-3.731575	-0.032708	-0.711984	1.580013	1.741554	-3.713476	-3.195493	0.449038
1503	Mike Lee	R	UT	1.596952	3.236012	2.673266	2.532267	1.389832	-4.584313	-4.913055	2.832884	2.999836	-0.140460
1504	Jean Carnahan	D	MO	-2.899652	0.041698	-4.598859	2.724523	0.472112	1.987235	2.464292	-3.473559	-1.769543	-1.379160
1505	Tim Johnson	R	WI	-2.365770	0.699389	-2.639534	1.089356	-1.073887	-1.980454	0.322036	-3.573268	-0.596642	0.625415
1506	Hillary Clinton	D	NY	-1.519173	0.864128	-1.731254	-1.330085	0.329892	-0.888474	0.68373	-4.112087	-3.036767	1.231273
1507	John Warner	D	VA	-1.538865	0.199264	-4.470484	0.393102	-1.444903	1.614186	1.253695	-4.228027	-3.776546	-0.822843
1508	Richard Blumenthal	D	CT	-2.470885	1.324488	-5.020416	-0.206703	1.459797	1.28808	3.029569	-3.590788	-3.403361	-1.512668
1509	Bob Krueger	D	TX	-1.647322	1.735138	-2.21858	0.769074	-1.872756	-0.122832	2.015093	-3.519224	-1.519366	1.903075
1510	Blanche Lincoln	D	AR	2.287513	1.974073	3.336075	0.545951	-0.197436	-4.414808	-3.878244	2.014731	3.45678	-0.827917
1511	Lauch Faircloth	R	NC	-2.644578	0.026425	-1.376436	0.264044	-0.674731	0.357857	0.893864	-4.639630	-2.668166	0.252841
1512	Patrick Leahy	D	VT	-1.288511	0.036756	-0.745943	1.286729	-0.17797	0.856734	0.934087	-3.197896	-3.325105	-0.105359
1513	Paul Simon	D	IL	1.465982	0.751113	1.884274	0.527417	0.938668	-1.041698	-4.71259	1.000979	2.815204	0.193688
1514	Olympia Snowe	R	ME	-1.258667	0.054826	-3.782276	-0.604634	-0.39495	1.74887	2.086603	-4.400058	-2.087208	-0.254747
1515	George LeMieux	R	FL	1.830384	-0.646591	3.388449	-2.123483	-0.400286	-4.047334	-2.690707	3.451344	4.305968	0.998945
1516	Jerry Moran	R	KS	-2.648487	2.536500	-2.505101	2.160738	0.510095	1.434544	2.287565	-3.950195	-2.760467	-2.540140
1517	Jon Tester	D	MT	-2.413528	0.448469	-3.020677	0.274318	-0.949987	-0.709837	-0.012087	-4.289501	-1.699176	-1.345028
1518	Ben Campbell	D	CO	-3.098874	0.480273	-1.788808	1.147755	-1.690427	0.138232	1.294477	-4.480908	-2.860003	-1.756594
1519	William Cohen	R	ME	-2.981555	0.475476	-5.755327	1.482436	-0.721584	1.236126	3.024262	-3.982074	-3.591717	-0.917466
1520	Bob Dole	R	NC	-2.397743	2.963973	-2.548117	1.238753	0.252527	1.169402	-0.939456	-3.209515	-1.311832	-1.739656
1521	Craig Thomas	R	WY	1.494984	2.776118	0.248713	2.464568	-0.320028	-3.981993	-1.406488	-0.012002	0.231901	-1.801128
1522	Michael Bennet	D	CO	-3.057884	0.809585	-3.030817	2.445728	0.045058	0.720799	0.574823	-2.922049	-3.128208	-1.131803
1523	Alan Cranston	D	CA	0.805554	1.170140	3.32784	0.233148	-1.827314	-1.084146	0.450526	0.384130	3.997323	0.554533
1524	Barack Obama	D	IL	-0.589854	0.597524	-1.494458	-0.240809	-1.837755	0.633417	-0.4452	-1.208689	-0.870387	0.345184
1525	Tim Johnson	D	SD	-0.406313	-1.242556	-0.708968	0.292301	-0.986574	0.726129	0.537765	-2.865097	-1.735789	-0.084438
1526	Arlen Specter	R	PA	1.173932	-0.751386	3.469898	1.123913	-0.743425	-3.455187	-0.291028	1.909687	4.459315	1.125845
1527	James Risch	R	ID	-2.071498	1.739426	-4.19391	2.017216	0.22664	0.752438	2.406138	-2.326237	-3.613809	1.425609
1528	Carl Levin	D	MI	2.745676	3.059996	1.969862	0.397784	1.123218	-3.591912	-1.244077	1.645549	2.413456	-0.016728
1529	John Edwards	D	NC	2.393461	2.336262	2.200777	1.563266	-0.937814	-2.727804	-1.363325	2.560504	2.986682	-0.611114
1530	Quentin Burdick	D	ND	0.810264	-2.969099	1.446982	0.741546	1.348072	-1.626478	-1.096914	-0.086125	2.122611	0.870907
1531	George Voinovich	R	OH	1.030679	3.334843	2.582859	2.031045	-1.430559	-3.867638	-2.082288	0.927789	1.487815	1.307159
1532	Chuck Grassley	R	IA	1.735264	-1.120527	5.345186	-2.085553	-0.301622	-0.198624	-1.796061	2.782341	4.406228	0.770751
1533	Ken Salazar	D	CO	2.196705	-5.791481	3.6055	-3.040618	-2.565028	-2.317942	0.386283	4.834800	4.980323	-0.393191
1534	Paul Coverdell	R	GA	1.412540	0.609931	2.513156	1.035358	-0.376342	-1.340191	-1.044027	3.028762	2.488036	1.395333
1535	John Seymour	R	CA	2.358668	-5.196706	2.463929	-5.128708	-2.631231	-3.133903	-0.489638	5.731907	5.287203	0.894424
1536	Rod Grams	R	MN	1.057260	0.882944	2.640285	1.325522	-0.729218	-3.168741	-2.181631	1.342532	5.146125	0.079565
1537	Susan Collins	R	ME	3.015066	-1.433653	3.694258	-0.530494	2.577278	-2.765035	-1.315425	2.049479	4.577171	0.919966
1538	Don Nickles	R	OK	2.845244	-0.821146	4.01676	-0.493236	-0.261385	-2.976593	-0.486521	2.296492	5.159499	1.310737
1539	John Hoeven	R	ND	-2.695780	0.894695	1.124845	1.063545	-2.586255	-0.267778	0.729901	0.684936	-1.298684	0.293005
